date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:41	1003/1003	---M--	200	added ('OK')	image/png	etag:%225ab211c7-3eb%22	http://fvdthemes.com/html/dentalclinic/css/fancybox_overlay.png	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/fancybox_overlay.png	(from http://fvdthemes.com/html/dentalclinic/css/jquery.fancybox.css)
16:45:42	6553/6553	---M--	200	added ('OK')	image/png	etag:%225ab211c9-1999%22	http://fvdthemes.com/html/dentalclinic/css/fancybox_sprite@2x.png	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/fancybox_sprite@2x.png	(from http://fvdthemes.com/html/dentalclinic/css/jquery.fancybox.css)
16:45:42	309/309	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:42%20GMT	http://fvdthemes.com/html/dentalclinic/css/grabbing.png	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/grabbing.png	(from http://fvdthemes.com/html/dentalclinic/css/owl.carousel.css)
16:45:43	311/311	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:42%20GMT	http://fvdthemes.com/html/dentalclinic/css/AjaxLoader.gif	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/AjaxLoader.gif	(from http://fvdthemes.com/html/dentalclinic/css/owl.theme.css)
16:45:43	152796/152796	---M--	200	added ('OK')	application/octet-stream	etag:%225ab21194-254dc%22	http://fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont5b62.ttf	(from http://fvdthemes.com/html/dentalclinic/assets/font-awesome/css/font-awesome.min.css)
16:45:43	13984/13984	---M--	200	added ('OK')	image/gif	etag:%225ab211c6-36a0%22	http://fvdthemes.com/html/dentalclinic/css/fancybox_loading@2x.gif	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/fancybox_loading@2x.gif	(from http://fvdthemes.com/html/dentalclinic/css/jquery.fancybox.css)
16:45:46	15947/15947	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-3e4b%22	http://fvdthemes.com/html/dentalclinic/images/menubg.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/menubg.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:45:48	45951/45951	---M--	200	added ('OK')	image/png	etag:%225809884d-b37f%22	http://fvdthemes.com/html/dentalclinic/images/bg_pattern_wt_transp2.png	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/bg_pattern_wt_transp2.png	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:45:51	44181/44181	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-ac95%22	http://fvdthemes.com/html/dentalclinic/images/about-bg.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/about-bg.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:45:51	19089/19089	---M--	200	added ('OK')	image/png	etag:%225809884d-4a91%22	http://fvdthemes.com/html/dentalclinic/images/bg_pattern_faq.png	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/bg_pattern_faq.png	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:45:55	64587/64587	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-fc4b%22	http://fvdthemes.com/html/dentalclinic/images/book_bg.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/book_bg.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:45:56	66748/66748	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-104bc%22	http://fvdthemes.com/html/dentalclinic/images/numbers-bg.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/numbers-bg.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:03	71103/71103	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-115bf%22	http://fvdthemes.com/html/dentalclinic/images/title_img_bg_about.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/title_img_bg_about.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:05	86153/86153	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-15089%22	http://fvdthemes.com/html/dentalclinic/images/title_img_bg_services.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/title_img_bg_services.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:14	121878/121878	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-1dc16%22	http://fvdthemes.com/html/dentalclinic/images/title_img_bg_blog.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/title_img_bg_blog.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:15	75264/75264	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-12600%22	http://fvdthemes.com/html/dentalclinic/images/title_img_bg_doctor.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/title_img_bg_doctor.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:20	89685/89685	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-15e55%22	http://fvdthemes.com/html/dentalclinic/images/title_img_bg_gallery.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/title_img_bg_gallery.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:23	168232/168232	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-29128%22	http://fvdthemes.com/html/dentalclinic/images/title_img_bg_contact.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/title_img_bg_contact.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:24	287/287	---M--	200	added ('OK')	image/png	etag:%225809884d-11f%22	http://fvdthemes.com/html/dentalclinic/images/bread-separ.png	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/bread-separ.png	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:27	68759/68759	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-10c97%22	http://fvdthemes.com/html/dentalclinic/images/title_img_bg_price.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/title_img_bg_price.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:28	22461/22461	---M--	200	added ('OK')	image/png	etag:%225809884d-57bd%22	http://fvdthemes.com/html/dentalclinic/images/bg_pattern_faq_dark.png	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/bg_pattern_faq_dark.png	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:28	47830/47830	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-bad6%22	http://fvdthemes.com/html/dentalclinic/images/title_img_bg_timetable.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/title_img_bg_timetable.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:28	91028/91028	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-16394%22	http://fvdthemes.com/html/dentalclinic/images/title_img_bg_gallery2.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/title_img_bg_gallery2.jpg	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
16:46:30	40702/40702	---M--	200	added ('OK')	image/png	etag:%225809884d-9efe%22	http://fvdthemes.com/html/dentalclinic/images/404_blue.png	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/404_blue.png	(from http://fvdthemes.com/html/dentalclinic/css/theme.css)
